Date,AAPL,JPM,QQQ,SPY,XOM
2010-01-04,,,,,
2010-01-05,0.0017289332507102184,0.01936979639258185,,0.0026471418669073987,0.0039045420334915537
2010-01-06,-0.015905995396628292,0.005494544382188105,,0.0007039158834349912,0.008642968485123248
2010-01-07,-0.0018488031426336926,0.01980852413919676,,0.004221416053971083,-0.003141389164693642
2010-01-08,0.006647995902931969,-0.0024551242890694658,,0.0033276691275092585,-0.0040121366710309525
2010-01-11,-0.008821431729627793,-0.003357709023793398,,0.0013966351906049557,0.011219879284255496
2010-01-12,-0.011375153896737267,-0.023355011591014274,,-0.009326341809919203,-0.004978389668246708
2010-01-13,0.014105482809526393,0.01747520556335802,,0.008446278200609614,-0.004003235718252007
2010-01-14,-0.005791384415613221,0.009943507926867268,,0.002704479489865852,0.00014382578589455797
2010-01-15,-0.01671193730522047,-0.022600196690541363,,-0.01122418535291092,-0.008180601620990324
2010-01-19,0.04423837104129702,-0.00915731183852686,,0.012495572473588679,0.002315929920172266
2010-01-20,-0.015392409435843302,0.002772662324623587,,-0.010168267722585833,-0.017901280735171166
2010-01-21,-0.017286274217679698,-0.06589827806749193,,-0.01922923014620115,-0.01955004106084901
2010-01-22,-0.04959881479887551,-0.03404067499957808,,-0.022292013669845123,-0.008995944104858156
2010-01-25,0.026902776877731904,0.0012767120155514622,,0.005127857577873263,-0.0037823620610881736
2010-01-26,0.01413322403383277,-0.01963809103863945,,-0.0041904222140407565,0.0010632811428490374
2010-01-27,0.009420155923549167,0.023153241150683845,,0.004756694646786963,-0.005764563363189756
2010-01-28,-0.04132208776059243,0.0038135081902688217,,-0.011472226794364992,-0.008849390160135973
2010-01-29,-0.03627875643683531,-0.013677184683357102,,-0.010868456765428025,-0.008159060626427683
2010-02-01,0.01390209509094631,0.01771913317063123,,0.015550912994080068,0.02716117404559304
2010-02-02,0.005802887334891427,0.023214825892236668,,0.012103489895986419,0.01178633894954828
2010-02-03,0.01720602255030701,-0.006411740185775172,,-0.004983117565108275,-0.005376255747460479
2010-02-04,-0.036038856490745785,-0.04815109054099065,,-0.03086561017396805,-0.02822834276843189
2010-02-05,0.01775591160027057,-0.0013033795387923375,,0.0020669342247405798,0.0012358106642520461
2010-02-08,-0.006855676543452538,-0.015665749901513593,,-0.007219205281897345,-0.0004656240899483244
2010-02-09,0.010663568925625366,0.018302089175818326,,0.01255985425383277,0.013208898347860876
2010-02-10,-0.005453533775457431,0.01250326679692848,,-0.001958282132011213,-0.005368239339097025
2010-02-11,0.018193599401836513,0.003858712133653297,,0.010466180094398814,0.006014043293558702
2010-02-12,0.008607255857786988,-0.0017937078275822582,,-0.000832173759756305,-0.0067446785564651
