Date,AAPL,JPM,QQQ,SPY,XOM
2010-01-04,,,,,
2010-01-05,0.0017274397249773532,0.01918425312617833,0.0,0.0026435553664532208,0.0038968387851325836
2010-01-06,-0.016034827083831082,0.005479112674525499,-0.006050319988936792,0.0007039358706499854,0.008605633821910708
2010-01-07,-0.00185006239002794,0.01961546848598994,0.0006502362725648858,0.004212441709056769,-0.0031463346256361824
2010-01-08,0.006626671462450329,-0.0024585266593120103,0.008196641250628467,0.0033217907070124397,-0.004019907597798245
2010-01-11,-0.00886086891705018,-0.0033633589949455533,-0.004089780692167366,0.001396014784677213,0.011157502372242334
2010-01-12,-0.011440343197988811,-0.023632195229452257,-0.012589739309186054,-0.009370193649067993,-0.004990822637421122
2010-01-13,0.014006998481480792,0.017324532187534825,0.012373834500521763,0.008410897184480959,-0.004011269715803234
2010-01-14,-0.00580821775415763,0.009894203750623554,0.0008626781912188797,0.0027009171838283663,0.00014361556147779453
2010-01-15,-0.01685330656728934,-0.022859236214963996,-0.011708609361994249,-0.011287383214496849,-0.008213844148560856
2010-01-19,0.04328778160885283,-0.00920002565336464,0.016010684111997353,0.012417702126177765,0.002312547910801932
2010-01-20,-0.015512325366108248,0.0027694862413265575,-0.01448530264290504,-0.010220585672828797,-0.01806335186889818
2010-01-21,-0.017437274786902268,-0.06817048294935946,-0.009408143944991565,-0.01941616050036732,-0.019743885836991826
2010-01-22,-0.050871079331679114,-0.034633416040025455,-0.02967270524420007,-0.022543957500125167,-0.009036551322688435
2010-01-25,0.026547100659028322,0.0012759709019820598,0.003390317849000457,0.005114568738418868,-0.0037887946552350726
2010-01-26,0.014034127871377144,-0.019832960830917568,0.0009026740450779336,-0.004199504510808083,0.0010623990203635358
2010-01-27,0.009376065108372966,0.0228887520195431,0.007860792753368706,0.0047458797743127334,-0.005781455081760978
2010-01-28,-0.042200048557746284,0.003806763009829517,-0.0260640855562988,-0.011538443852852964,-0.008888887653491384
2010-01-29,-0.03695311583995475,-0.013772234618619983,-0.017605207471342865,-0.010928134619907937,-0.008192422495370888
2010-02-01,0.013806430125778757,0.01756441666266939,0.01092385337814461,0.015431047845022583,0.02679917675975929
2010-02-02,0.005785871905649609,0.022949667765645998,0.008975220652602367,0.012030736525159291,0.011717523822289522
2010-02-03,0.017059998597040993,-0.006433020368201703,0.005482947373895097,-0.004995205897420973,-0.005391281472673537
2010-02-04,-0.03670453812564123,-0.04934867755623795,-0.02936242043612003,-0.031352169206178004,-0.028633893811079947
2010-02-05,0.017600201115224756,-0.001304752747614657,0.008410843250678202,0.0020647058002944974,0.001235262333080911
2010-02-08,-0.006879121407795452,-0.01578953390371529,-0.0072388426105525205,-0.007245677090351954,-0.0004662698763753248
2010-02-09,0.010607275276740102,0.018136700481472978,0.010259298196900968,0.012482015374381206,0.013122316819832225
2010-02-10,-0.005469353577253644,0.012425527373871592,-0.002090371238249844,-0.0019602966352829654,-0.005382274532478526
2010-02-11,0.018030648126621696,0.003851948049302667,0.014996708108756529,0.010411882581016663,0.005995499623913325
2010-02-12,0.008570663344533935,-0.0017957588670522995,0.0020586873864893995,-0.0008326139746097638,-0.006766781510274544
2010-02-16,0.014958741579007562,0.02834941994016038,0.012715844904779061,0.015612247291455716,0.022582246809649487
2010-02-17,-0.004187603265115802,-0.0007488680233778133,0.00562515557220955,0.004727144076290379,-0.007876098640658746
2010-02-18,0.001874369519639263,0.009198562608721872,0.006262385509324453,0.005878089820623877,0.0030363319297039837
2010-02-19,-0.006228575853223894,-0.009448667499640795,-0.0004463013740436672,0.002071528160759506,-0.0013652873663483334
2010-02-22,-0.006217635135725708,0.02027813861929806,-0.0020089140725412236,0.000179882660800601,-0.007160735482629299
2010-02-23,-0.016907011889939927,-0.024032141533518292,-0.013048586222078384,-0.012218615339351757,-0.007058322670927097
2010-02-24,0.018103940453036982,0.024032141533518292,0.010138531543951945,0.009155285821988102,0.009349304676058434
2010-02-25,0.006655894265106266,-0.005154227616499529,-0.00022437541688491436,-0.001354236929964614,-0.006274585443903469
2010-02-26,0.012886595173976945,0.032202111002398226,0.00358045346323399,0.0006318453459455142,-0.002151395544397694
2010-03-01,0.02113191720439267,-0.0033415201259665572,0.014418103834129337,0.010331384676029565,0.006134998983169826
2010-03-02,-0.0006701580175296762,-0.005032965836855752,0.003077931819740254,0.0027669065722424335,0.001375303449469456
2010-03-03,0.002295741349575886,-0.0021646752862234386,0.0010974226964690637,0.0008905994928030125,-0.0009165177914081113
2010-03-04,0.006570888879882109,0.009347081598604312,0.003284102308516168,0.0030234692621791126,-0.00045878565806134475
2010-03-05,0.038360595663136765,0.021008723226510817,0.014969185474259739,0.01419160263571495,0.016228367142739675
2010-03-08,0.000593751629271333,-0.005152137204183838,0.0019361064706462372,0.00017525272708152073,0.0001503859327356416
2010-03-09,0.017824321206059146,-0.003999393169390242,0.005572523176629041,0.0016612892182754635,0.004502854789192323
2010-03-10,0.008127279057434045,0.011950378221684765,0.008088558850417371,0.004445790680342121,0.006567423766510316
2010-03-11,0.002931177035064403,0.0058064186206414625,0.003808253452264765,0.004166548205528642,0.0
2010-03-12,0.004866025363074344,-0.0006947141066109275,0.00021125299021917954,8.649983853636911e-05,-0.006268277646213072
2010-03-15,-0.012254533470865692,-0.0018556650019077026,-0.0025367797112108015,0.000259805793339396,-0.007513248802604622
2010-03-16,0.0027214952545908666,0.00393935411017754,0.006330246589241195,0.007934459624799217,0.0040643280880448
2010-03-17,-0.0014711576446884145,0.012639672567182014,0.0027310390851114086,0.0059098662763164,0.011797204201976275
2010-03-18,0.002362029265164267,-0.0034312444891506644,0.0033506208176041774,-0.000512618866116199,0.00044543919983253133
2010-03-19,-0.010740840270897944,-0.004363371162982244,-0.00606690587313663,-0.005074693364579552,-0.005207216917594515
2010-03-22,0.011185624927032789,0.006651847934596944,0.00901355234545953,0.005331598581480357,-0.001044787764583166
2010-03-23,0.0159344669174446,0.019022637281901567,0.006863227527165172,0.007009139175345069,-0.0002989033019451526
2010-03-24,0.00441310860974653,0.008042864902333413,-0.004778361299572875,-0.004866475341327892,-0.0067439035095584465
2010-03-25,-0.011929058859591724,0.0,-0.0014588950359932795,-0.0016276663391785462,-0.0030121599961723255
2010-03-26,0.018577732608819897,0.001778453554402759,0.0010423241182122567,-0.0006003942659571493,0.003613608722548456
2010-03-29,0.006432160671635989,-0.003560522305828595,0.004779984300707252,0.006327717821531742,0.011357169059902361
2010-03-30,0.014779055782155437,-0.006260796150907577,0.003312147814145572,0.000681501796099937,-0.003722019025313106
2010-03-31,-0.003610670543953365,0.003805918250460394,-0.0047641407656691115,-0.0034128533611799128,-0.0010445287284528426
2010-04-01,0.00411923846851181,0.01068104637280376,0.0,0.006814270191316751,0.009362223685051685
2010-04-05,0.010622545579411335,0.0035352512882766973,0.009300313919057057,0.008116504437179373,0.008541722623188974
2010-04-06,0.0043931328168131945,0.010967227077056663,0.0028756847674697994,0.002354999898424026,-0.004261894044841785
2010-04-07,0.004415682245143104,-0.011408198243862522,-0.0024643402826454164,-0.0057287037928475115,-0.008281819737977703
2010-04-08,-0.002705350311720478,0.0096615396460491,0.002259150489452466,0.003457788187404276,0.007692217300969251
2010-04-09,0.007639128278720042,0.004796331314348201,0.005932404808103975,0.006546177824334087,0.013175900213070246
2010-04-12,0.0020655850226631856,0.0034736002526343235,0.0008154770014496826,0.0015878765380268334,-0.0007274074125662722
2010-04-13,0.000577757444087279,-0.00586898381494283,0.005081941828828818,0.0007513261410929672,-0.0007282392032528229
2010-04-14,0.013357035411196705,0.03974898014498329,0.011891758271107555,0.011285329705520653,-0.0007284674177756578
2010-04-15,0.013061602216290158,0.0016749264173632206,0.004398240617798699,0.0008244277246962639,-0.0051139821772059335
2010-04-16,-0.006125382478368913,-0.04842476232065218,-0.01204117748092548,-0.016039700392439293,-0.004846405985555524
2010-04-19,-0.001334788104778717,-0.0035187990781553324,-0.0006057313298550859,0.0037627494473913004,0.004406544023547454
2010-04-20,-0.010088324749090827,0.010737427613929373,0.0050378175916887535,0.008891124471463563,0.010787364619123885
2010-04-21,0.05809383466901208,-0.011619033947709134,0.005612153423500743,-0.0018211505585066234,-0.0007254929706577151
2010-04-22,0.02758464190730514,-0.013542260267782158,0.005581006938189859,0.0029787345316192315,-0.005236622345582642
2010-04-23,0.016230084747846263,0.004460459446029574,0.004165474174736783,0.00650693071622932,0.009869109397693698
2010-04-26,-0.004923551225917144,-0.023642200817322045,-0.002179552362198134,-0.003783891663379002,0.0007219414264549862
2010-04-27,-0.02807126023382711,-0.034302215742627595,-0.021454654503399784,-0.023934407348247255,-0.014830502296282244
2010-04-28,-0.0016801104625536745,0.024457044112370152,0.0006081386239475961,0.007567226668695248,0.01338619785686479
2010-04-29,0.02655519511034754,0.012349263410805111,0.017269395723551018,0.012320983591565415,-0.007689684130625096
2010-04-30,-0.028506708918955237,-0.032805529484522644,-0.019906211757708903,-0.017106960986025044,-0.013047085114470391
2010-05-03,0.019945887217990954,0.022065601921167133,0.013915908154923162,0.012878553366962642,0.0010322568133052101
