date,return,VaR_normal,VaR_t,exceed_normal,exceed_t
2024-07-01,0.0058480186811706,-0.02975445627497641,-0.059035193008129316,0,0
2024-07-02,0.0104448904982143,-0.02950644916991197,-0.05862059709173547,0,0
2024-07-03,0.0083025837399599,-0.02950289683229415,-0.05863165925609417,0,0
2024-07-05,0.0103728398029776,-0.029438252415387032,-0.058544733571225624,0,0
2024-07-08,0.0023754592725717,-0.02944049111913941,-0.05855626851652456,0,0
2024-07-09,0.0008641682406445,-0.0294256501306837,-0.05849972868774805,0,0
2024-07-10,0.0103726046180048,-0.02943173080045276,-0.05850115815632526,0,0
2024-07-11,-0.0221742495058911,-0.029397377090807086,-0.058413706128682914,0,0
2024-07-12,0.0058576302030228,-0.029538809590197248,-0.0586455170777547,0,0
2024-07-15,0.0026841989655466,-0.029398066336085327,-0.05842265505600482,0,0
2024-07-16,0.0003828872007476,-0.029353162115459668,-0.05835846265673269,0,0
2024-07-17,-0.0297943193361636,-0.02934661799908504,-0.05835030906294116,1,0
2024-07-18,-0.0047438009122906,-0.029579350179163046,-0.05874156724698826,0,0
2024-07-19,-0.0089031605418643,-0.029579954919421798,-0.05869983801529438,0,0
2024-07-22,0.01478790194097,-0.029582136036220223,-0.05870333147903685,0,0
2024-07-23,-0.0035308045902731,-0.029495457121906567,-0.058504868867784526,0,0
2024-07-24,-0.0365294607157,-0.029498782190800984,-0.058474979171790425,1,0
2024-07-25,-0.0110889927827724,-0.02981428789328175,-0.058994893274778755,0,0
2024-07-26,0.0102037988659242,-0.0297659275008107,-0.05891296969113714,0,0
2024-07-29,0.0020067464899193,-0.02974202227099619,-0.058896368171043746,0,0
2024-07-30,-0.0138265982275163,-0.029623290494669857,-0.058705888844533725,0,0
2024-07-31,0.029164324832311,-0.02948134063134116,-0.05832453761715805,0,0
2024-08-01,-0.0245197462359429,-0.029570654865697998,-0.05853556987395112,0,0
2024-08-02,-0.0240210885141047,-0.02971582978657301,-0.05873849016351217,0,0
2024-08-05,-0.0302696683813117,-0.029869842815559378,-0.05899487327690952,1,0
2024-08-06,0.0095095978892327,-0.03008945024220822,-0.05937198789452332,0,0
2024-08-07,-0.0108886992175039,-0.030017481748330202,-0.059198731843958435,0,0
2024-08-08,0.0301324049825897,-0.030068689099021884,-0.059269305471455876,0,0
2024-08-09,0.0052087061381564,-0.03013076836238298,-0.05946287478806259,0,0
2024-08-12,0.0021512793923799,-0.030114870759410134,-0.05944779637050454,0,0
2024-08-13,0.0245099377747424,-0.030062864744950908,-0.05937184946053125,0,0
2024-08-14,0.000324285065683,-0.030042215728411783,-0.05932584440227889,0,0
2024-08-15,0.0249492717360544,-0.030023111346432957,-0.059299918236907716,0,0
2024-08-16,0.0012848715349438,-0.03005412341983542,-0.059371149942456604,0,0
2024-08-19,0.0130505266147427,-0.030058280069620753,-0.05936648914839574,0,0
2024-08-20,-0.0021008300991995,-0.030052451160827567,-0.05938418696540107,0,0
2024-08-21,0.004653305705542,-0.030009168217497283,-0.05931740245461651,0,0
2024-08-22,-0.0159819750927034,-0.030006855546302755,-0.05931714046905826,0,0
2024-08-23,0.0107870888977243,-0.029975408011739625,-0.05926276176970808,0,0
2024-08-26,-0.0097557626377211,-0.029786092290348655,-0.058964004800979124,0,0
2024-08-27,0.0029829570552815,-0.029823037010233207,-0.05901925324021151,0,0
2024-08-28,-0.0114123117944346,-0.029822924131233053,-0.059019203034319886,0,0
2024-08-29,-0.0014649533134676,-0.029857679278655628,-0.05903238410498526,0,0
2024-08-30,0.0118488832207432,-0.029457651658831102,-0.058327861705978284,0,0
2024-09-03,-0.0308313406156921,-0.02941509058862733,-0.05828587202493912,1,0
2024-09-04,-0.0026019439412214,-0.02960595587236238,-0.05862133621583832,0,0
2024-09-05,0.0009332467283202,-0.029593753463750025,-0.058603616310355884,0,0
2024-09-06,-0.0271526062461191,-0.029592728700994143,-0.05860255810312198,0,0
2024-09-09,0.012777706434492,-0.029716393156598686,-0.058819526123097675,0,0
2024-09-10,0.0091993111827308,-0.029690114296337715,-0.058805979634809345,0,0
2024-09-11,0.0214829567505301,-0.02965951014020393,-0.05872584623579089,0,0
2024-09-12,0.0097682376875969,-0.029698382776081673,-0.05883252659959155,0,0
2024-09-13,0.00446985685124,-0.029660279196234752,-0.0587357581994663,0,0
2024-09-16,-0.0044276543124199,-0.029656089811412996,-0.058713707683552205,0,0
2024-09-17,0.0005280953186765,-0.028974672599142735,-0.057481828753585415,0,0
2024-09-18,-0.0043388843338192,-0.02898071468808063,-0.057479695732071845,0,0
2024-09-19,0.0249698333684591,-0.028904419191102936,-0.05735429987702619,0,0
2024-09-20,-0.0019051151554094,-0.02893645603962002,-0.057475573300306164,0,0
2024-09-23,0.0026472303116102,-0.028949087817134365,-0.05748198044710304,0,0
2024-09-24,0.0048119194118738,-0.028913777210911325,-0.05743317379864817,0,0
2024-09-25,0.0009266701116867,-0.028805182737747514,-0.057264424485643055,0,0
2024-09-26,0.0074850404908692,-0.0287460780030849,-0.05717419935055594,0,0
2024-09-27,-0.0055724962538539,-0.02865042106858664,-0.057032629175180365,0,0
