ticker,model,alpha,VaR_threshold_return,VaR_threshold_loss,exceed_count,n_test,exceed_rate,LR_uc,p_uc,LR_ind,p_ind,LR_cc,p_cc,n00,n01,n10,n11
QQQ,Normal,0.01,-0.029583564763059345,0.029583564763059345,15,803,0.0186799501867995,4.867259935345658,0.0273709272666256,1.175288508380163,0.2783172530028518,6.042548443725821,0.048739074383655656,773,14,14,1
QQQ,Student-t,0.01,-0.0355283599962272,0.0355283599962272,7,803,0.008717310087173101,0.13949263514042798,0.7087859234079805,3.980279799827855,0.046035915519993864,4.119772434968283,0.1274684727532418,789,6,6,1
QQQ,Normal,0.05,-0.020741630563949846,0.020741630563949846,39,803,0.048567870485678705,0.03499080744512639,0.8516149230985393,0.6125779449272954,0.4338188161677552,0.6475687523724218,0.723406209169901,727,36,36,3
QQQ,Student-t,0.05,-0.01780994583350395,0.01780994583350395,61,803,0.0759651307596513,9.901803935749285,0.0016511683705078273,0.48840312165793875,0.4846405012917385,10.390207057407224,0.005543642359175371,687,55,54,6
